epoch,phase,train_loss,train_data,train_bone,train_smooth,train_angle,val_loss,val_data,val_bone,val_smooth,val_angle,val_pck,val_jitter,lr,epoch_time_s
1,warmup,0.03927577627659775,0.03652296539535746,0.01307393472478725,0.015163573196623474,0.013948645664087963,0.0230200832830742,0.020725993047468364,0.011825313416309654,0.008532205149531364,0.012336005431832745,21.643245709314943,0.05309789958968759,0.0003,1434.2724194526672
2,warmup,0.022406336642801762,0.0198095821083989,0.011734219852369278,0.013701742255652788,0.013882279962534085,0.01774832845851779,0.015437315818388015,0.011607087532058358,0.0068963966681621965,0.013777644942514598,28.069628854095935,0.04703284737095237,0.0003,10532.112042665482
3,warmup,0.017758141627535223,0.0151461115462007,0.011513860991690307,0.012724765152670443,0.01345371238834923,0.014673617737367748,0.01230172105645761,0.011582829152233898,0.006467820012243465,0.013341318581718952,33.32343248166144,0.045852927275002,0.0003,5588.272780179977
4,warmup,0.015018924066564068,0.012369436234759633,0.011369458341505378,0.011993358532781712,0.013404398385377134,0.013145149921998382,0.01072370921378024,0.011500594270415604,0.006108971088309772,0.012885932120028884,37.93539648205042,0.04396618014574051,0.0003,1212.8559365272522
5,warmup,0.013149590274551884,0.010525996460812165,0.010988535711308941,0.011058639153314289,0.012652857219294674,0.012349093962460757,0.009991417611949147,0.010727671671658754,0.005822979851742275,0.01274656394124031,40.81229600459337,0.04236091199889779,0.0003,1010.5336318016052
6,train,0.011214033245109022,0.00865823748440016,0.010565615618252195,0.009538844873080961,0.011980146307585529,0.009817111177369952,0.0075685985381715,0.010164874323643745,0.0043817163028288635,0.011533889184705912,47.67826494425535,0.03667602347023785,3.003070094653996e-06,3936.81099152565
7,train,0.009060530816786922,0.006679793350107502,0.00988890215603169,0.0071076718555414115,0.010945024497999839,0.008329251575283705,0.0061337221574503924,0.009731212256476282,0.003986512295086868,0.01024731373344548,53.25839855372906,0.034727119537070396,3.0122749926267356e-06,1139.6002221107483
8,train,0.007846173199708574,0.005598722170107067,0.00917938376753591,0.005884186971466988,0.010176017176636378,0.007613976086489857,0.005517853182042017,0.009097701522521675,0.0033869176656007765,0.009251186265959404,57.08923642933369,0.03155418682284653,3.0275985453993275e-06,1121.4334197044373
9,train,0.006826648272341117,0.004665503830183298,0.008776601093821227,0.00471923086620518,0.009252035712883298,0.006805332709569484,0.004807706574676558,0.008500909643247723,0.0025674336969968865,0.008965218885874492,62.06724451184273,0.02742687158472836,3.049013870253233e-06,1112.5241310596466
10,train,0.006290038879262283,0.004191525606671348,0.008399310258799232,0.00409542223259632,0.008414414313105226,0.006306921637151391,0.004368020611116663,0.008120278017129749,0.002166696392057929,0.00802933842400671,65.2354751586914,0.02449059692956507,3.07648339743168e-06,1121.1178636550903
11,train,0.005690708696085494,0.0036760880087094846,0.007889130036113783,0.0035764352323385535,0.007958029879646347,0.006026729696895927,0.004138899715268053,0.007620174265466631,0.002204688546422403,0.007796113641205011,68.70962153673172,0.024797446258366107,3.109958936049791e-06,1106.690182685852
12,train,0.005300302177143749,0.003354476851556683,0.007461556816357188,0.003141900708375033,0.007420096966518031,0.00551155391940847,0.003723143051145598,0.007096660986077041,0.0017029497604817152,0.00722423173597781,71.02138239145279,0.022093490326777102,3.149381758637765e-06,1111.6347951889038
13,train,0.004837714192224667,0.0029707912133890204,0.007119812846998684,0.002583898024822702,0.0064602826922237,0.0052445034864358605,0.0034281877041794358,0.007061137462500483,0.001691856073011877,0.006691559920145664,73.3503868997097,0.02138457734324038,3.1946827041688154e-06,1134.754362821579
14,train,0.004562581418722403,0.0027227462314767764,0.006875670652021654,0.0024234289874730166,0.0059349396038595615,0.00487311179144308,0.0031659253120888023,0.006601074762176722,0.0013511456960404757,0.005343731072576702,75.5118292093277,0.018823878920637072,3.2457822993911198e-06,1141.618000984192
15,train,0.004290195110661444,0.00250507225698675,0.0065688876141794025,0.002132208793940663,0.005336098249047609,0.004777660270221531,0.0030639958496904,0.006465164611116052,0.0013495764637336833,0.005072699582684436,77.21477131843567,0.018759823185391725,3.3025908982508964e-06,1118.2884221076965
16,train,0.004047035531431902,0.0023039565474609843,0.006321491643902845,0.0018921860576519975,0.004822005152180395,0.0045958195019047705,0.00292640421341639,0.006180384116480127,0.0011752271976147313,0.00474164357873633,78.67309355735779,0.01780070948600769,3.365008839162054e-06,1122.3641629219055
17,train,0.0038591630799346605,0.002143921230541309,0.006094579891010653,0.001795935155969346,0.004373713917932383,0.004420226753922179,0.0027777121996041387,0.005971440564841032,0.0010504926877620165,0.004386336397961713,80.00165042877197,0.01654923037625849,3.4329266198464763e-06,1167.2699782848358
18,train,0.0037048081351676956,0.0020195685974758815,0.005902918889885768,0.0015901510785261053,0.003972528549977085,0.004299171557184309,0.0026582536606583745,0.005829677635338157,0.0010055562566703884,0.004258211032238819,81.18060507774354,0.015941626699641345,3.5062250894382246e-06,1122.1385266780853
19,train,0.003520205772074405,0.0018552453722950305,0.005736983063339722,0.001458062469479046,0.0036467851985250944,0.0040992594495182855,0.002516158970538527,0.005558312930865213,0.000865224008273799,0.0036197669595676414,82.54799125790596,0.015054009051062167,3.5847756575146497e-06,1126.7791113853455
20,train,0.0033499114354490303,0.0017286843176116235,0.005517263700428885,0.001278305146981438,0.0032519087856126136,0.004053037804667838,0.00245893034391338,0.005514137402875349,0.0008008400496473769,0.0032735563911010105,83.38098633885383,0.014304774324409663,3.668440519687682e-06,1120.683284521103
21,train,0.0032896875515871214,0.0016702573512302479,0.005414714591635857,0.0011691440617978516,0.0031398364914437026,0.003912061094772071,0.0023560725764837117,0.005233720429008827,0.0007419781424832763,0.003448617130251648,83.73456673622131,0.013771767443045974,3.7570728993595588e-06,1113.6566226482391
22,train,0.003172958372248104,0.0015728733821742935,0.005263169576239306,0.0010932408962798946,0.002815880579911692,0.003866526242461987,0.0023105197458644397,0.0051758151890244335,0.0007386557311110664,0.0028986103349375298,84.83488402962685,0.013391207687556743,3.850517305218851e-06,1117.8831708431244
23,train,0.003068832246295642,0.0014920522030733992,0.005111333506007213,0.0009969806103363227,0.0026226966903114147,0.0038263953339774163,0.0022822179682552815,0.0050224393520038576,0.0007261107676167739,0.0027992752246511826,85.04526808261872,0.01352659502858296,3.948609804025058e-06,1531.1576476097107
24,train,0.003011922287027119,0.0014467154141311767,0.005004640201339498,0.0009183681214890385,0.0023251464417171947,0.00370121072337497,0.0021350999925634825,0.005038233969127759,0.0005985702641773968,0.0026346257499064905,86.44083806276322,0.012284854649566114,4.051178308203218e-06,1533.559344291687
25,train,0.0029200591911794616,0.0013553386924759251,0.004910998360195663,0.0008966179566596111,0.002195164575129898,0.0035428674160502853,0.0020039428772288376,0.0048905381087679415,0.0005308597179682692,0.0022525945795370604,87.12792526483535,0.0116705945241265,4.158042877743994e-06,1155.3196988105774
26,train,0.002849432068411261,0.0012996391473861877,0.004793170302116778,0.0008243307742559409,0.0019697668778345034,0.003605342627502978,0.0020545087488135325,0.004804164406028576,0.0005536417258408619,0.0024147946230646086,87.33553161621094,0.011592158801853656,4.269016035879584e-06,1160.0182783603668
27,train,0.002804841885052156,0.0012590778585727094,0.004714307748654392,0.0007623340421705507,0.001807623052863771,0.0034848416356835516,0.001951862737594638,0.00469078002194874,0.0004840755292061658,0.002118838877370479,87.99212971925735,0.01092889979854226,4.383903097981686e-06,1158.8485307693481
28,train,0.002742395836248761,0.0012100754952480202,0.004604242790635908,0.0007119792453340779,0.0016650906329308466,0.003390102298813872,0.0018639307930716313,0.004581584005267359,0.00046614184802456295,0.0020815418402672778,88.31163969039918,0.01065511446306482,4.502502513104487e-06,1161.4230415821075
29,train,0.002712937175499974,0.0011740528276422992,0.004542840541515034,0.0006865010214496579,0.0016117513865624399,0.0034111223324434833,0.0018861741722503212,0.0045160166099667545,0.00046075321305397664,0.0018260244016356636,88.47975177764893,0.01028050526836887,4.624606217573511e-06,1128.4039742946625
30,train,0.0026664332689542787,0.00113849911998841,0.004449076259625144,0.0006521462997625349,0.0014022405168971942,0.003347921338514425,0.001832164749270305,0.004401702972128987,0.0004478518403193448,0.0018180716082813434,88.62085161209106,0.010082732594106346,4.749999999999999e-06,1133.7249388694763
31,train,0.0026390133965469432,0.0011204836949982565,0.004362608697148971,0.00060439940568358,0.0012635868201730726,0.003332420992315747,0.0018188814893946982,0.004330867000389844,0.0004396386749795056,0.001662351625665739,88.44052096605301,0.009817170263268053,4.878463877080483e-06,1119.7067506313324
32,train,0.002617765958682867,0.0010997564812423662,0.0042941499945591205,0.0005804101283010823,0.0011862580608025936,0.0032991272907238454,0.001785052688093856,0.004279097419581376,0.0004183776965619472,0.0014368918147483782,89.05933464765549,0.009449848646763712,5.009772479522245e-06,1123.5002810955048
33,train,0.0025894649372203275,0.0010750535510887858,0.004215796903328737,0.0005504176914582785,0.0011031036857176587,0.0032420830974006095,0.0017307064766355325,0.004207377838902175,0.0003880306003302394,0.001365883526829407,89.22631601095199,0.009066140321549027,5.143695447417639e-06,1121.4717154502869
34,train,0.002579450312856352,0.0010682652701434563,0.004141485561034642,0.0005177792113881879,0.0010769630813689942,0.003298934733204078,0.0017720928459602873,0.004173776714946144,0.00039614634366080283,0.0013502575425230034,89.1926481127739,0.008899387266952545,5.2799978343736455e-06,1124.3763043880463
35,train,0.0025624724400695412,0.0010499780359677971,0.004092362408351619,0.0005124532471018028,0.0009496822705155221,0.003437075413763523,0.0018742322785547003,0.0041128286048769955,0.0006803829248601687,0.0014939278554172717,88.62062425613404,0.009692966288886964,5.418440519687683e-06,1119.3655195236206
36,train,0.0025438106683432125,0.001032486606229213,0.004020695387589512,0.00048692272006792335,0.000926149973013943,0.003470467596896924,0.0018347350596741308,0.004192279965267517,0.0007967888089260669,0.0015512385363508656,88.96765942573548,0.010200400271918625,5.558780627846569e-06,1120.9127571582794
37,train,0.0025378272387897595,0.0010257224739834783,0.0039680458538641685,0.0004684642507263561,0.000861853881660676,0.003205569506040774,0.0016950677730783355,0.003939431105158292,0.0003401756293969811,0.0012408762841077986,89.78428020477295,0.008081937160342932,5.700771954612703e-06,1130.588063955307
38,train,0.002529001633898588,0.0010163695721203112,0.003906255708221579,0.00044998130198928266,0.0008114910129055912,0.0032310141876805572,0.0017136681717529428,0.0038805542698828505,0.0003746986034166184,0.0012745789793571446,89.7335654258728,0.008244790338445454,5.844165398949962e-06,1121.5706915855408
39,train,0.0025251428605261024,0.0010165693237286179,0.0038504067437024787,0.00043045545248878624,0.0007668933617777816,0.003200183820677921,0.0016672858613892459,0.0038817239545751365,0.00032888604878098703,0.001137882198196337,89.83539016246796,0.008011227421462536,5.988709400031557e-06,1126.809241771698
40,train,0.0025152776437753345,0.000992076738119067,0.003831315351446392,0.000414536604778732,0.0007277665216111693,0.003163567200535908,0.0016295388020516838,0.00382145857217256,0.00032096860132878644,0.0011584638113556593,89.89008332490921,0.007720993555616587,6.13415037856321e-06,1134.8963739871979
41,train,0.0025122885612217944,0.0009904535102105,0.0037734741453023164,0.00040395213673582477,0.0006820802331103026,0.003157838866347447,0.001625253031786997,0.0037615224495530127,0.0003095536072032701,0.0011303665713339797,89.7699392914772,0.00749958074092865,6.280233181647401e-06,1145.5217125415802
42,train,0.0025038903029926587,0.0009799026822656742,0.003722950346345897,0.0003919464919508755,0.0006668015838218047,0.0031679999668267557,0.0016442739886406343,0.0036968035848112778,0.00031044902271969475,0.0009655891816349218,89.64963207244872,0.007292634726967662,6.426701530408249e-06,1132.7787911891937
43,train,0.0025112457097420703,0.0009859987045201706,0.003674996033034404,0.0003811705131865892,0.0006225317260999379,0.0031268148011877202,0.0015985489991144277,0.00365195049054455,0.0003112956755903724,0.0009477762267710234,89.75242183208465,0.007181531983893365,6.573298469591747e-06,1135.8825402259827
44,train,0.002513493495382136,0.0009852730370985227,0.003634133300365647,0.00036966143249719607,0.000582852247128814,0.003148005020804703,0.0016130639803013764,0.003623038150719367,0.0002910924447132857,0.00089728441905865,89.98024270534515,0.006900991254020482,6.7197668183525945e-06,1419.8764297962189
45,train,0.0025148541299422505,0.0009852864950298682,0.00358030565167428,0.00036151884987702945,0.0005549532109341157,0.003164148304145783,0.00162348415600718,0.0035681156701175497,0.0002873747029843798,0.0010214169899988973,89.74707151651383,0.006960893970448524,6.865849621436785e-06,1871.0939178466797
46,train,0.0025085356550553113,0.000978141367857461,0.0035386462478199975,0.0003548101730420967,0.0005274191822752618,0.0031344060334959067,0.0015783101470151452,0.0035359076572349297,0.0003723374222063285,0.0009821102630051674,89.66537294387817,0.00740077990712598,7.011290599968439e-06,1874.153193950653
47,train,0.0025216629981878215,0.0009870231826716919,0.00350491985710687,0.00034942466848133336,0.0005149663587409778,0.003087735550478101,0.0015544595802784898,0.0034633860934409314,0.000278153234596175,0.0008879017680305879,89.6374549627304,0.006644489410798996,7.155834601050036e-06,1844.363144159317
48,train,0.0025240463245427237,0.0009860723303208943,0.0034606456214823994,0.0003396043172224381,0.00048568443936646173,0.0030732037233537996,0.0015420910921820905,0.003414753789198585,0.0002704561906230083,0.0008406852584686248,89.72010724544525,0.00645680092042312,7.299228045387294e-06,1833.8276979923248
49,train,0.0025305962654674657,0.0009941792467725464,0.003414252400471014,0.000332314997175672,0.0004710393533157873,0.0031167776584043166,0.0015892148495768197,0.0033568158540292644,0.00027147818113553514,0.0008446614093913354,89.43310697078705,0.006339377583470195,7.4412193721534286e-06,1864.1559131145477
